date,high,low,close
10/1/2015,"1,435.97","1,399.34","1,404.45"
7/25/2014,"1,408.57","1,401.00","1,404.12"
3/15/2016,"1,424.19","1,403.12","1,403.95"
3/4/2016,"1,409.29","1,389.95","1,403.77"
8/18/2016,"1,405.31","1,392.74","1,403.02"
9/30/2014,"1,403.22","1,390.89","1,403.00"
5/30/2014,"1,404.63","1,393.16","1,402.08"
12/11/2015,"1,433.38","1,399.90","1,401.14"
7/28/2014,"1,408.20","1,395.23","1,400.87"
6/24/2014,"1,400.56","1,393.00","1,400.37"
6/11/2014,"1,410.09","1,398.28","1,400.35"
7/4/2014,"1,409.17","1,399.94","1,399.94"
11/4/2014,"1,407.51","1,397.34","1,399.87"
6/2/2014,"1,406.26","1,397.90","1,399.40"
7/22/2014,"1,399.09","1,389.98","1,399.09"
11/3/2014,"1,414.93","1,396.23","1,399.05"
9/3/2014,"1,402.18","1,391.88","1,398.48"
3/9/2016,"1,402.78","1,385.18","1,398.47"
7/30/2014,"1,402.96","1,395.86","1,398.23"
7/23/2014,"1,401.91","1,395.34","1,398.13"
9/4/2014,"1,402.34","1,392.20","1,397.99"
7/29/2014,"1,404.72","1,397.18","1,397.89"
6/12/2014,"1,402.66","1,395.49","1,397.67"
8/26/2014,"1,397.54","1,388.73","1,397.54"
6/4/2014,"1,397.90","1,391.84","1,397.47"
8/27/2014,"1,398.48","1,392.81","1,397.41"
10/30/2014,"1,398.02","1,379.91","1,397.18"
7/7/2014,"1,404.68","1,396.35","1,397.11"
3/7/2016,"1,403.40","1,387.82","1,397.04"
4/22/2016,"1,408.93","1,392.57","1,396.37"
9/26/2014,"1,400.31","1,387.31","1,396.20"
6/23/2014,"1,399.17","1,381.23","1,396.08"
6/3/2014,"1,398.86","1,392.19","1,395.77"
5/27/2014,"1,399.34","1,389.03","1,395.39"
9/16/2014,"1,395.29","1,384.55","1,395.29"
8/25/2014,"1,394.69","1,385.56","1,394.69"
1/4/2016,"1,441.34","1,394.27","1,394.39"
5/26/2014,"1,397.47","1,393.57","1,394.15"
8/19/2016,"1,405.77","1,386.70","1,393.61"
1/3/2019,"1,407.86","1,390.65","1,393.52"
9/15/2014,"1,396.87","1,380.22","1,393.22"
7/16/2014,"1,393.12","1,374.86","1,393.12"
3/16/2016,"1,412.49","1,386.88","1,393.10"
9/25/2014,"1,413.88","1,391.01","1,393.09"
5/28/2014,"1,397.72","1,389.74","1,392.85"
9/8/2014,"1,392.73","1,383.35","1,392.73"
4/13/2016,"1,394.82","1,368.65","1,392.59"
9/29/2014,"1,400.11","1,384.09","1,392.39"
5/23/2014,"1,392.30","1,382.54","1,392.28"
8/17/2016,"1,411.33","1,389.75","1,392.05"
9/29/2015,"1,403.30","1,369.29","1,391.88"
8/22/2016,"1,403.66","1,387.99","1,391.47"
3/1/2016,"1,392.02","1,356.57","1,391.45"
3/18/2016,"1,393.22","1,371.66","1,391.38"
6/5/2014,"1,401.23","1,391.20","1,391.20"
3/17/2016,"1,404.08","1,362.29","1,390.86"
3/8/2016,"1,399.81","1,385.51","1,390.58"
6/13/2014,"1,397.39","1,383.29","1,390.15"
10/29/2014,"1,393.46","1,383.49","1,389.95"
4/26/2016,"1,399.95","1,386.72","1,389.80"
4/28/2016,"1,391.26","1,364.41","1,389.61"
4/25/2016,"1,401.34","1,384.99","1,389.57"
3/3/2016,"1,394.48","1,384.17","1,389.45"
9/28/2015,"1,416.08","1,389.38","1,389.38"
12/14/2015,"1,418.66","1,388.78","1,389.26"
8/29/2014,"1,388.99","1,382.10","1,388.89"
9/12/2014,"1,389.60","1,383.12","1,388.59"
5/22/2014,"1,391.00","1,384.11","1,388.52"
9/5/2014,"1,398.05","1,384.86","1,388.39"
7/2/2014,"1,390.02","1,384.71","1,388.11"
9/2/2014,"1,391.94","1,384.69","1,387.94"
7/27/2016,"1,395.87","1,383.69","1,387.51"
9/10/2014,"1,388.31","1,376.18","1,387.38"
7/18/2014,"1,388.82","1,373.45","1,387.37"
1/5/2016,"1,410.47","1,384.05","1,387.03"
9/1/2014,"1,393.59","1,382.47","1,386.97"
4/27/2016,"1,395.75","1,382.12","1,386.78"
7/29/2016,"1,389.83","1,382.09","1,386.66"
7/20/2016,"1,386.72","1,373.65","1,386.59"
6/19/2014,"1,391.52","1,383.23","1,386.04"
7/25/2016,"1,397.03","1,381.26","1,385.97"
5/21/2014,"1,389.05","1,374.66","1,385.86"
5/15/2014,"1,386.50","1,376.50","1,385.84"
2/22/2016,"1,385.74","1,357.32","1,385.74"
8/8/2016,"1,388.44","1,379.79","1,385.68"
3/10/2016,"1,423.77","1,385.06","1,385.06"
8/21/2014,"1,385.18","1,373.38","1,385.03"
12/27/2018,"1,420.50","1,378.42","1,384.59"
7/1/2014,"1,384.36","1,372.88","1,384.36"
6/17/2014,"1,390.09","1,380.17","1,384.27"
4/14/2016,"1,396.47","1,381.52","1,384.11"
3/2/2016,"1,401.77","1,373.34","1,383.71"
7/21/2014,"1,389.92","1,378.64","1,383.53"
8/28/2014,"1,394.83","1,380.59","1,383.03"
6/16/2014,"1,392.16","1,380.28","1,382.98"
9/11/2014,"1,394.05","1,378.44","1,382.85"
9/9/2014,"1,391.31","1,382.56","1,382.78"
7/26/2016,"1,389.95","1,375.75","1,382.73"
8/22/2014,"1,388.07","1,378.17","1,382.72"
7/14/2014,"1,383.04","1,367.96","1,382.55"
3/22/2016,"1,382.44","1,354.39","1,382.44"
5/16/2014,"1,384.18","1,377.40","1,382.14"
7/28/2016,"1,393.07","1,379.78","1,382.08"
4/18/2016,"1,386.45","1,364.66","1,381.89"
9/24/2015,"1,424.20","1,378.94","1,381.87"
7/21/2016,"1,390.46","1,373.42","1,381.70"
7/8/2014,"1,399.88","1,381.59","1,381.59"
10/1/2014,"1,399.80","1,381.59","1,381.59"
4/15/2016,"1,387.11","1,379.03","1,381.33"
5/20/2014,"1,384.37","1,380.01","1,381.27"
10/28/2014,"1,381.29","1,364.86","1,380.83"
6/25/2014,"1,393.82","1,375.26","1,380.50"
5/19/2014,"1,382.42","1,372.34","1,379.92"
7/31/2014,"1,400.36","1,377.29","1,379.87"
5/30/2016,"1,380.44","1,371.69","1,379.80"
7/9/2014,"1,385.43","1,376.68","1,379.77"
8/1/2016,"1,395.74","1,374.81","1,379.46"
6/27/2014,"1,379.02","1,372.70","1,379.02"
8/5/2016,"1,381.16","1,366.14","1,378.83"
6/18/2014,"1,389.61","1,378.42","1,378.42"
3/21/2016,"1,391.77","1,374.82","1,377.56"
4/2/2014,"1,382.13","1,374.18","1,377.50"
7/22/2016,"1,382.08","1,372.16","1,377.47"
3/30/2016,"1,383.41","1,348.70","1,376.82"
6/30/2014,"1,384.13","1,375.04","1,376.81"
8/19/2014,"1,376.61","1,369.60","1,376.61"
5/27/2016,"1,379.20","1,370.39","1,376.50"
7/17/2014,"1,390.88","1,376.36","1,376.36"
5/26/2016,"1,376.44","1,364.17","1,376.15"
5/14/2014,"1,375.93","1,369.45","1,375.93"
1/26/2016,"1,376.12","1,332.40","1,375.74"
4/1/2014,"1,377.38","1,367.45","1,375.01"
3/6/2014,"1,376.45","1,370.50","1,374.32"
2/17/2016,"1,374.25","1,329.73","1,374.25"
5/13/2014,"1,373.62","1,367.65","1,373.62"
8/20/2014,"1,381.02","1,367.87","1,373.50"
2/26/2014,"1,373.68","1,368.20","1,373.36"
7/15/2016,"1,377.40","1,361.11","1,372.80"
2/29/2016,"1,374.57","1,345.17","1,372.54"
6/26/2014,"1,383.16","1,369.65","1,372.38"
7/15/2014,"1,386.03","1,368.83","1,372.25"
2/25/2014,"1,372.51","1,363.04","1,371.94"
7/19/2016,"1,378.72","1,360.79","1,371.90"
4/29/2014,"1,371.71","1,358.41","1,371.65"
2/26/2016,"1,378.77","1,363.46","1,370.80"
2/24/2014,"1,370.11","1,351.33","1,370.11"
4/4/2014,"1,376.48","1,366.41","1,369.69"
10/3/2014,"1,371.42","1,360.97","1,369.52"
5/31/2016,"1,383.38","1,368.53","1,369.48"
4/22/2014,"1,369.45","1,354.54","1,369.45"
8/18/2014,"1,369.32","1,362.32","1,369.32"
2/28/2014,"1,371.30","1,363.49","1,369.13"
4/3/2014,"1,375.17","1,368.35","1,368.88"
2/27/2014,"1,373.66","1,359.12","1,368.83"
4/11/2016,"1,376.37","1,353.57","1,368.62"
7/18/2016,"1,380.06","1,360.12","1,368.25"
3/23/2016,"1,382.63","1,362.48","1,368.21"
6/7/2016,"1,369.03","1,346.99","1,367.15"
5/25/2016,"1,370.45","1,358.24","1,367.07"
4/12/2016,"1,368.64","1,353.23","1,366.60"
2/23/2016,"1,385.80","1,366.51","1,366.53"
4/9/2014,"1,371.65","1,364.40","1,366.53"
8/5/2014,"1,368.29","1,360.47","1,366.13"
8/4/2016,"1,366.35","1,354.03","1,365.85"
10/6/2014,"1,380.73","1,365.67","1,365.71"
3/31/2016,"1,375.54","1,362.78","1,365.70"
1/27/2016,"1,377.47","1,353.64","1,365.59"
4/24/2014,"1,369.38","1,351.06","1,365.27"
3/31/2014,"1,365.03","1,349.82","1,364.97"
4/8/2016,"1,365.00","1,331.38","1,364.94"
3/5/2014,"1,368.14","1,361.99","1,364.92"
7/14/2016,"1,369.72","1,356.79","1,364.92"
5/12/2014,"1,364.81","1,357.48","1,364.78"
4/30/2014,"1,367.80","1,362.90","1,364.39"
3/4/2014,"1,363.51","1,343.66","1,363.44"
2/18/2016,"1,381.53","1,359.83","1,362.98"
7/11/2014,"1,366.53","1,356.24","1,362.35"
10/23/2014,"1,363.70","1,336.11","1,361.88"
4/4/2016,"1,370.43","1,351.07","1,361.86"
8/13/2014,"1,361.82","1,354.81","1,361.82"
4/8/2014,"1,363.52","1,352.17","1,361.53"
6/8/2016,"1,366.56","1,359.11","1,361.49"
8/1/2014,"1,383.55","1,360.53","1,361.44"
1/22/2016,"1,364.24","1,320.14","1,361.36"
8/4/2014,"1,371.54","1,360.14","1,361.03"
1/13/2016,"1,377.87","1,352.61","1,360.98"
2/25/2016,"1,360.97","1,328.24","1,360.97"
6/23/2016,"1,366.98","1,347.43","1,360.73"
4/29/2016,"1,389.61","1,357.90","1,360.71"
3/19/2014,"1,362.94","1,356.63","1,360.48"
4/25/2014,"1,368.33","1,357.73","1,360.35"
10/27/2014,"1,374.07","1,348.79","1,360.33"
5/2/2014,"1,369.31","1,357.92","1,360.19"
3/10/2014,"1,367.19","1,354.35","1,359.93"
3/11/2014,"1,365.53","1,353.24","1,359.18"
6/2/2016,"1,364.12","1,354.94","1,359.14"
5/8/2014,"1,359.13","1,345.41","1,359.13"
3/18/2014,"1,362.08","1,344.04","1,359.07"
8/2/2016,"1,380.37","1,357.43","1,358.62"
5/5/2014,"1,362.61","1,346.31","1,358.59"
10/24/2014,"1,367.34","1,353.82","1,358.57"
3/7/2014,"1,376.32","1,356.60","1,358.36"
4/1/2016,"1,360.79","1,343.27","1,358.22"
7/10/2014,"1,379.09","1,355.55","1,357.82"
4/28/2014,"1,368.39","1,353.48","1,357.56"
8/11/2014,"1,358.16","1,339.83","1,357.36"
4/7/2014,"1,363.73","1,356.65","1,357.31"
1/7/2016,"1,379.66","1,326.70","1,357.12"
5/24/2016,"1,358.68","1,327.56","1,357.10"
6/1/2016,"1,369.58","1,351.90","1,356.75"
7/13/2016,"1,363.40","1,351.76","1,356.35"
1/29/2016,"1,359.92","1,335.93","1,356.32"
2/19/2016,"1,370.44","1,349.50","1,355.95"
1/22/2014,"1,358.55","1,349.76","1,355.24"
4/10/2014,"1,373.32","1,354.99","1,354.99"
6/22/2016,"1,357.91","1,338.65","1,354.60"
7/12/2016,"1,358.76","1,346.39","1,354.51"
1/25/2016,"1,367.81","1,345.55","1,354.41"
5/9/2014,"1,358.77","1,351.23","1,354.34"
8/14/2014,"1,357.64","1,350.04","1,353.94"
10/2/2014,"1,382.22","1,353.93","1,353.93"
4/23/2014,"1,364.35","1,352.47","1,353.06"
8/15/2014,"1,368.51","1,352.98","1,352.98"
5/6/2014,"1,364.60","1,350.74","1,352.98"
5/2/2016,"1,365.07","1,350.62","1,352.91"
3/20/2014,"1,352.47","1,342.71","1,352.47"
8/3/2016,"1,362.28","1,347.09","1,352.34"
3/26/2014,"1,359.28","1,349.46","1,351.48"
3/21/2014,"1,354.89","1,345.78","1,351.43"
1/12/2016,"1,369.05","1,345.67","1,351.26"
1/20/2014,"1,352.78","1,346.80","1,350.98"
3/25/2014,"1,350.77","1,337.82","1,350.67"
1/17/2014,"1,351.83","1,341.12","1,350.10"
7/11/2016,"1,351.36","1,328.73","1,350.09"
1/21/2014,"1,355.37","1,348.66","1,350.02"
8/12/2014,"1,356.50","1,346.93","1,349.96"
3/17/2014,"1,350.48","1,327.24","1,349.39"
2/21/2014,"1,350.17","1,343.29","1,349.12"
4/6/2016,"1,349.02","1,323.55","1,349.02"
1/8/2016,"1,379.95","1,348.76","1,348.76"
3/29/2016,"1,358.13","1,339.88","1,348.70"
1/11/2016,"1,362.03","1,342.68","1,348.64"
4/14/2014,"1,349.97","1,332.12","1,348.22"
3/28/2014,"1,350.26","1,342.77","1,346.48"
3/12/2014,"1,355.22","1,342.68","1,346.36"
6/3/2016,"1,369.68","1,338.94","1,345.44"
3/24/2016,"1,365.17","1,345.34","1,345.34"
6/21/2016,"1,346.92","1,331.50","1,344.59"
10/22/2014,"1,348.15","1,334.13","1,344.34"
8/6/2014,"1,358.48","1,342.19","1,344.30"
4/11/2014,"1,348.43","1,330.71","1,344.12"
6/9/2016,"1,362.45","1,343.22","1,344.00"
5/7/2014,"1,352.79","1,341.83","1,343.13"
1/15/2014,"1,343.93","1,329.39","1,342.99"
5/20/2016,"1,342.99","1,322.23","1,342.68"
1/16/2014,"1,345.22","1,340.12","1,342.65"
4/16/2014,"1,342.55","1,336.64","1,342.55"
2/1/2016,"1,365.90","1,335.14","1,342.43"
2/17/2014,"1,345.58","1,338.79","1,342.20"
2/20/2014,"1,341.87","1,325.01","1,341.85"
3/27/2014,"1,344.29","1,337.36","1,341.69"
4/17/2014,"1,345.75","1,338.93","1,341.56"
5/18/2016,"1,340.96","1,322.26","1,340.93"
6/20/2016,"1,340.36","1,301.39","1,340.29"
7/1/2016,"1,342.18","1,325.17","1,340.26"
1/23/2014,"1,354.84","1,337.52","1,339.80"
1/14/2016,"1,359.08","1,326.71","1,339.47"
5/23/2016,"1,345.52","1,332.03","1,338.97"
10/21/2014,"1,338.12","1,301.51","1,338.12"
2/19/2014,"1,338.00","1,324.63","1,338.00"
10/7/2014,"1,364.04","1,337.63","1,337.63"
3/13/2014,"1,351.25","1,336.70","1,337.23"
2/15/2016,"1,336.17","1,290.62","1,336.17"
5/16/2016,"1,336.63","1,311.61","1,336.14"
2/14/2014,"1,337.14","1,328.72","1,335.89"
3/3/2014,"1,349.53","1,334.09","1,335.56"
3/24/2014,"1,353.66","1,335.50","1,335.50"
5/3/2016,"1,353.48","1,326.35","1,335.39"
2/11/2014,"1,335.12","1,322.52","1,335.12"
12/27/2013,"1,335.59","1,326.66","1,334.42"
8/7/2014,"1,349.70","1,334.06","1,334.40"
4/5/2016,"1,361.86","1,327.44","1,333.85"
2/4/2016,"1,334.83","1,304.83","1,333.72"
1/28/2016,"1,366.76","1,328.28","1,333.32"
12/30/2013,"1,338.53","1,326.73","1,332.95"
5/10/2016,"1,342.26","1,328.68","1,332.58"
1/19/2016,"1,341.73","1,311.72","1,332.17"
10/8/2014,"1,336.43","1,325.99","1,331.83"
5/17/2016,"1,348.46","1,327.55","1,331.71"
8/8/2014,"1,333.85","1,320.99","1,331.56"
4/7/2016,"1,349.04","1,330.51","1,330.84"
2/13/2014,"1,330.41","1,318.38","1,330.38"
2/5/2016,"1,347.46","1,322.68","1,330.11"
2/12/2014,"1,341.14","1,330.00","1,330.02"
1/10/2014,"1,334.47","1,325.96","1,329.84"
4/15/2014,"1,351.73","1,328.82","1,329.28"
2/18/2014,"1,343.36","1,325.82","1,329.04"
1/13/2014,"1,335.52","1,328.33","1,328.65"
5/9/2016,"1,336.61","1,309.52","1,328.20"
2/16/2016,"1,349.87","1,323.59","1,328.14"
2/24/2016,"1,368.89","1,324.46","1,327.85"
3/14/2014,"1,329.95","1,317.92","1,326.82"
1/7/2014,"1,330.09","1,323.37","1,326.24"
7/8/2016,"1,326.76","1,300.27","1,326.21"
5/11/2016,"1,338.52","1,321.79","1,326.13"
7/4/2016,"1,345.73","1,324.86","1,325.54"
1/3/2014,"1,330.69","1,320.52","1,325.12"
1/8/2014,"1,332.22","1,323.20","1,324.83"
1/2/2014,"1,334.71","1,320.76","1,324.35"
1/14/2014,"1,325.51","1,313.92","1,323.89"
1/9/2014,"1,332.66","1,322.30","1,323.58"
6/30/2016,"1,324.38","1,300.69","1,323.57"
5/13/2016,"1,325.85","1,304.86","1,323.18"
10/9/2014,"1,348.81","1,316.15","1,322.31"
5/19/2016,"1,340.75","1,321.80","1,321.80"
12/23/2013,"1,320.56","1,311.52","1,320.56"
2/2/2016,"1,340.38","1,314.19","1,320.29"
5/4/2016,"1,336.00","1,318.02","1,319.17"
2/10/2014,"1,319.41","1,313.42","1,318.65"
1/24/2014,"1,344.69","1,318.48","1,318.53"
1/28/2014,"1,321.30","1,309.22","1,318.41"
1/27/2014,"1,318.85","1,307.83","1,317.24"
11/28/2013,"1,316.30","1,310.71","1,315.21"
6/10/2016,"1,343.15","1,313.36","1,315.06"
2/7/2014,"1,315.41","1,308.33","1,313.20"
1/21/2016,"1,319.81","1,283.13","1,312.60"
5/12/2016,"1,332.70","1,311.30","1,312.28"
10/17/2014,"1,310.46","1,267.78","1,310.46"
11/27/2013,"1,311.47","1,305.22","1,310.13"
1/29/2014,"1,327.25","1,295.61","1,310.13"
12/20/2013,"1,311.38","1,296.56","1,309.92"
6/29/2016,"1,309.62","1,280.69","1,309.57"
5/6/2016,"1,317.69","1,300.90","1,309.17"
2/6/2014,"1,313.83","1,298.03","1,308.14"
10/14/2014,"1,308.93","1,287.73","1,307.86"
11/29/2013,"1,314.85","1,307.71","1,307.71"
10/20/2014,"1,310.83","1,293.24","1,306.44"
11/25/2013,"1,306.13","1,301.22","1,306.13"
1/18/2016,"1,322.59","1,300.54","1,306.02"
11/26/2013,"1,308.13","1,304.07","1,305.78"
2/3/2016,"1,331.62","1,295.50","1,305.49"
7/7/2016,"1,313.45","1,285.06","1,305.33"
1/15/2016,"1,348.51","1,296.92","1,305.24"
11/18/2013,"1,305.43","1,293.43","1,304.80"
12/2/2013,"1,309.09","1,301.11","1,304.58"
1/31/2014,"1,306.29","1,292.04","1,304.45"
6/15/2016,"1,306.89","1,275.89","1,304.09"
7/5/2016,"1,324.93","1,300.46","1,303.01"
1/30/2014,"1,311.12","1,297.52","1,302.83"
10/10/2014,"1,316.93","1,297.46","1,302.34"
12/19/2013,"1,300.89","1,286.05","1,300.89"
10/22/2013,"1,300.92","1,291.03","1,300.23"
11/19/2013,"1,301.17","1,296.41","1,299.51"
10/24/2013,"1,298.66","1,290.02","1,298.60"
6/17/2016,"1,300.27","1,280.58","1,298.38"
11/22/2013,"1,297.87","1,290.45","1,297.87"
2/10/2016,"1,306.17","1,272.11","1,297.82"
11/15/2013,"1,296.76","1,289.77","1,295.93"
11/20/2013,"1,298.28","1,289.67","1,294.70"
10/13/2014,"1,308.02","1,289.33","1,294.64"
6/13/2016,"1,312.79","1,290.37","1,294.51"
2/5/2014,"1,295.81","1,283.96","1,292.46"
10/23/2013,"1,295.10","1,288.79","1,291.62"
10/30/2013,"1,295.60","1,287.95","1,291.14"
1/20/2016,"1,332.17","1,289.40","1,290.95"
10/29/2013,"1,293.70","1,285.01","1,290.78"
10/25/2013,"1,291.61","1,284.31","1,290.63"
11/21/2013,"1,290.58","1,281.77","1,290.50"
11/14/2013,"1,289.46","1,281.84","1,289.17"
10/21/2013,"1,290.76","1,284.24","1,288.55"
10/28/2013,"1,294.97","1,285.30","1,288.42"
11/11/2013,"1,287.99","1,282.67","1,287.71"
2/12/2016,"1,286.67","1,248.28","1,286.67"
9/19/2013,"1,291.88","1,282.92","1,286.49"
2/3/2014,"1,312.32","1,285.21","1,285.91"
9/20/2013,"1,287.01","1,283.19","1,285.78"
11/7/2013,"1,296.48","1,279.85","1,284.69"
7/6/2016,"1,303.68","1,275.23","1,284.58"
10/18/2013,"1,283.90","1,268.35","1,283.90"
10/31/2013,"1,290.68","1,281.88","1,283.52"
11/6/2013,"1,288.14","1,275.12","1,283.48"
12/9/2013,"1,284.78","1,273.92","1,283.35"
9/24/2013,"1,282.73","1,274.78","1,282.73"
11/8/2013,"1,287.15","1,274.95","1,281.86"
11/4/2013,"1,286.32","1,279.73","1,281.41"
12/3/2013,"1,305.11","1,278.98","1,281.32"
2/4/2014,"1,283.90","1,275.77","1,280.99"
11/12/2013,"1,288.01","1,278.91","1,279.86"
12/4/2013,"1,288.30","1,269.42","1,279.03"
6/16/2016,"1,301.27","1,270.71","1,278.71"
6/28/2016,"1,290.36","1,247.00","1,278.52"
11/1/2013,"1,285.49","1,274.95","1,278.42"
9/16/2013,"1,279.99","1,273.77","1,278.41"
9/18/2013,"1,277.12","1,271.38","1,276.74"
9/26/2013,"1,277.41","1,272.27","1,275.23"
12/18/2013,"1,277.46","1,268.49","1,275.12"
9/23/2013,"1,286.69","1,273.34","1,274.77"
11/13/2013,"1,278.37","1,269.75","1,274.70"
12/6/2013,"1,278.69","1,263.30","1,274.63"
9/17/2013,"1,277.53","1,273.62","1,274.22"
11/5/2013,"1,285.29","1,271.58","1,274.07"
6/14/2016,"1,294.32","1,270.16","1,273.97"
2/8/2016,"1,339.60","1,273.27","1,273.95"
2/9/2016,"1,288.52","1,253.63","1,271.45"
10/16/2014,"1,285.33","1,246.56","1,271.01"
9/11/2013,"1,274.16","1,265.86","1,270.66"
12/10/2013,"1,282.67","1,266.96","1,270.20"
10/15/2014,"1,309.03","1,269.91","1,269.91"
12/5/2013,"1,284.20","1,269.51","1,269.51"
9/27/2013,"1,279.67","1,266.24","1,269.48"
12/16/2013,"1,269.11","1,254.13","1,269.08"
10/1/2013,"1,269.25","1,258.62","1,268.35"
9/12/2013,"1,271.38","1,265.18","1,268.30"
9/10/2013,"1,268.25","1,255.68","1,268.22"
12/11/2013,"1,276.29","1,265.28","1,268.05"
10/11/2007,"1,274.45","1,258.72","1,267.70"
10/17/2013,"1,269.11","1,257.99","1,266.91"
10/11/2013,"1,268.01","1,260.24","1,266.39"
10/16/2013,"1,266.94","1,253.77","1,266.01"
9/13/2013,"1,266.89","1,262.21","1,265.97"
9/25/2013,"1,276.65","1,263.03","1,265.69"
10/15/2013,"1,272.39","1,262.50","1,265.46"
12/17/2013,"1,275.01","1,262.83","1,263.26"
8/14/2013,"1,265.88","1,260.20","1,262.48"
10/10/2013,"1,261.62","1,242.17","1,260.52"
8/13/2013,"1,263.57","1,254.08","1,260.44"
10/10/2007,"1,263.76","1,255.66","1,260.40"
10/12/2007,"1,266.11","1,248.22","1,260.30"
10/2/2013,"1,265.28","1,255.53","1,260.24"
9/30/2013,"1,262.14","1,253.29","1,259.60"
10/14/2013,"1,262.01","1,254.46","1,258.72"
10/9/2007,"1,258.91","1,245.47","1,258.59"
10/5/2007,"1,260.60","1,239.56","1,257.70"
10/3/2013,"1,267.98","1,254.57","1,256.27"
12/13/2013,"1,261.81","1,252.69","1,255.71"
8/16/2013,"1,255.21","1,240.83","1,255.02"
12/12/2013,"1,265.15","1,253.23","1,255.00"
5/22/2013,"1,257.56","1,246.28","1,254.57"
8/9/2013,"1,258.07","1,249.94","1,253.79"
8/12/2013,"1,257.21","1,250.02","1,253.69"
10/8/2007,"1,262.06","1,248.32","1,251.79"
8/5/2013,"1,253.65","1,248.31","1,251.77"
10/4/2013,"1,258.83","1,250.83","1,251.39"
8/19/2013,"1,257.45","1,250.17","1,250.84"
8/2/2013,"1,252.82","1,246.06","1,250.54"
10/15/2007,"1,261.72","1,245.47","1,249.65"
8/8/2013,"1,254.36","1,245.08","1,249.22"
9/9/2013,"1,251.05","1,242.49","1,249.11"
9/6/2013,"1,250.13","1,238.45","1,249.05"
8/1/2013,"1,248.38","1,240.10","1,248.38"
5/21/2013,"1,248.16","1,236.31","1,248.14"
8/20/2013,"1,248.24","1,236.69","1,247.15"
2/11/2016,"1,296.34","1,247.06","1,247.06"
10/7/2013,"1,249.35","1,239.26","1,246.86"
6/27/2016,"1,353.23","1,240.68","1,246.10"
8/26/2013,"1,246.95","1,234.91","1,245.99"
8/15/2013,"1,258.72","1,238.41","1,245.35"
5/17/2013,"1,244.67","1,232.53","1,244.25"
5/28/2013,"1,245.80","1,236.40","1,244.04"
9/5/2013,"1,250.11","1,241.59","1,243.90"
8/23/2013,"1,243.82","1,234.84","1,243.82"
10/4/2007,"1,245.88","1,230.56","1,243.64"
5/20/2013,"1,250.10","1,240.04","1,243.37"
9/4/2013,"1,244.59","1,232.71","1,242.52"
8/6/2013,"1,254.00","1,239.95","1,242.12"
10/8/2013,"1,247.85","1,239.92","1,241.82"
10/3/2007,"1,245.28","1,232.70","1,241.77"
8/7/2013,"1,244.30","1,236.09","1,240.41"
9/3/2013,"1,240.99","1,226.22","1,238.64"
8/22/2013,"1,241.44","1,226.56","1,237.14"
7/30/2013,"1,238.78","1,230.50","1,236.86"
10/2/2007,"1,245.63","1,230.39","1,235.87"
10/9/2013,"1,245.85","1,234.04","1,235.36"
5/16/2013,"1,239.91","1,228.82","1,235.00"
7/31/2013,"1,242.05","1,233.30","1,234.07"
7/25/2013,"1,232.95","1,220.73","1,232.95"
5/27/2013,"1,231.68","1,220.68","1,231.68"
9/2/2013,"1,232.38","1,220.98","1,230.88"
7/24/2013,"1,232.61","1,220.08","1,230.34"
5/15/2013,"1,230.40","1,222.91","1,230.12"
10/1/2007,"1,230.72","1,211.09","1,229.30"
7/26/2013,"1,237.26","1,224.66","1,227.86"
5/10/2013,"1,232.85","1,223.37","1,227.31"
7/29/2013,"1,236.29","1,224.89","1,226.98"
9/4/2007,"1,226.60","1,210.38","1,226.08"
8/21/2013,"1,250.03","1,226.05","1,226.05"
5/30/2013,"1,229.04","1,216.66","1,225.18"
8/27/2013,"1,241.41","1,222.44","1,224.85"
5/14/2013,"1,225.98","1,218.35","1,224.85"
5/23/2013,"1,234.17","1,216.05","1,224.45"
8/29/2013,"1,225.53","1,218.42","1,224.31"
5/13/2013,"1,230.48","1,220.81","1,223.89"
5/29/2013,"1,238.24","1,220.49","1,222.37"
9/3/2007,"1,222.75","1,213.11","1,222.31"
3/14/2013,"1,222.80","1,214.88","1,221.85"
5/8/2013,"1,221.83","1,209.27","1,221.83"
9/19/2007,"1,222.11","1,181.89","1,221.77"
9/28/2007,"1,221.54","1,211.80","1,221.54"
7/19/2013,"1,221.21","1,208.71","1,221.21"
8/28/2013,"1,226.02","1,206.12","1,218.15"
3/11/2013,"1,218.28","1,212.10","1,218.08"
7/18/2013,"1,219.57","1,207.42","1,217.57"
3/5/2013,"1,219.22","1,208.55","1,217.41"
3/15/2013,"1,218.99","1,213.82","1,217.35"
9/27/2007,"1,224.54","1,197.76","1,217.24"
5/24/2013,"1,231.29","1,214.82","1,217.06"
7/23/2013,"1,222.46","1,215.05","1,216.68"
7/15/2013,"1,222.60","1,213.89","1,215.23"
3/8/2013,"1,219.83","1,211.40","1,215.14"
5/31/2013,"1,225.55","1,209.56","1,214.77"
8/30/2013,"1,226.23","1,214.02","1,214.35"
7/22/2013,"1,225.17","1,210.24","1,213.38"
7/16/2013,"1,219.69","1,210.40","1,212.62"
9/21/2007,"1,215.84","1,203.42","1,212.54"
7/11/2013,"1,211.37","1,204.89","1,211.37"
7/17/2013,"1,218.38","1,205.71","1,211.10"
3/13/2013,"1,211.47","1,202.99","1,210.89"
7/12/2013,"1,216.92","1,210.57","1,210.73"
